   price  quantity  type               timestamp
0  42150   14.6227     0 2024-04-28 18:44:11.172
1  42140   27.4801     0 2024-04-28 18:44:11.172
2  42130   65.4801     0 2024-04-28 18:44:11.172
3  42120  602.4801     0 2024-04-28 18:44:11.172
4  42110  118.0000     0 2024-04-28 18:44:11.172
   price  quantity  type               timestamp
0  42200  121.9550     1 2024-04-28 18:44:11.172
1  42220  154.5024     1 2024-04-28 18:44:11.172
2  42230    1.1842     1 2024-04-28 18:44:11.172
3  42240   65.1011     1 2024-04-28 18:44:11.172
4  42250  313.2761     1 2024-04-28 18:44:11.172
   price  quantity  type               timestamp
0  42150   14.6227     0 2024-04-28 18:44:16.130
1  42140   27.4801     0 2024-04-28 18:44:16.130
2  42130   65.4801     0 2024-04-28 18:44:16.130
3  42120  627.4801     0 2024-04-28 18:44:16.130
4  42110  118.0000     0 2024-04-28 18:44:16.130
   price  quantity  type               timestamp
0  42200  121.9550     1 2024-04-28 18:44:16.130
1  42220  154.5024     1 2024-04-28 18:44:16.130
2  42230  121.0452     1 2024-04-28 18:44:16.130
3  42240   65.1011     1 2024-04-28 18:44:16.130
4  42250  313.2761     1 2024-04-28 18:44:16.130
   price  quantity  type               timestamp
0  42150  106.3790     0 2024-04-28 18:44:21.098
1  42140   27.4801     0 2024-04-28 18:44:21.098
2  42130   65.4801     0 2024-04-28 18:44:21.098
3  42120  602.4801     0 2024-04-28 18:44:21.098
4  42110  118.0000     0 2024-04-28 18:44:21.098
   price  quantity  type               timestamp
0  42190   38.0000     1 2024-04-28 18:44:21.098
1  42200   83.9550     1 2024-04-28 18:44:21.098
2  42220  229.5024     1 2024-04-28 18:44:21.098
3  42230  121.0452     1 2024-04-28 18:44:21.098
4  42240   65.1011     1 2024-04-28 18:44:21.098
   price  quantity  type               timestamp
0  42150  106.3790     0 2024-04-28 18:44:26.089
1  42140   27.4801     0 2024-04-28 18:44:26.089
2  42130   65.4801     0 2024-04-28 18:44:26.089
3  42120  602.4801     0 2024-04-28 18:44:26.089
4  42110  118.0000     0 2024-04-28 18:44:26.089
   price  quantity  type               timestamp
0  42190   38.0000     1 2024-04-28 18:44:26.089
1  42200   83.9550     1 2024-04-28 18:44:26.089
2  42220  349.3634     1 2024-04-28 18:44:26.089
3  42230    1.1842     1 2024-04-28 18:44:26.089
4  42240   65.1011     1 2024-04-28 18:44:26.089
   price  quantity  type               timestamp
0  42150  106.3790     0 2024-04-28 18:44:31.076
1  42140   27.4801     0 2024-04-28 18:44:31.076
2  42130   65.4801     0 2024-04-28 18:44:31.076
3  42120  640.7255     0 2024-04-28 18:44:31.076
4  42110  118.0000     0 2024-04-28 18:44:31.076
   price  quantity  type               timestamp
0  42190   33.9010     1 2024-04-28 18:44:31.076
1  42200   83.9550     1 2024-04-28 18:44:31.076
2  42220  349.3634     1 2024-04-28 18:44:31.076
3  42230    1.1842     1 2024-04-28 18:44:31.076
4  42240   65.1011     1 2024-04-28 18:44:31.076
   price  quantity  type               timestamp
0  42150  106.3790     0 2024-04-28 18:44:36.071
1  42110   27.4801     0 2024-04-28 18:44:36.071
2  42100   87.9038     0 2024-04-28 18:44:36.071
3  42090   64.3594     0 2024-04-28 18:44:36.071
4  42080  143.0000     0 2024-04-28 18:44:36.071
   price  quantity  type               timestamp
0  42180  102.4801     1 2024-04-28 18:44:36.071
1  42200   36.4351     1 2024-04-28 18:44:36.071
2  42210   37.7134     1 2024-04-28 18:44:36.071
3  42220  274.3634     1 2024-04-28 18:44:36.071
4  42230    1.1842     1 2024-04-28 18:44:36.071
   price  quantity  type               timestamp
0  42150  106.3790     0 2024-04-28 18:44:41.062
1  42110   27.4801     0 2024-04-28 18:44:41.062
2  42100   49.9038     0 2024-04-28 18:44:41.062
3  42090   64.3594     0 2024-04-28 18:44:41.062
4  42080  638.0000     0 2024-04-28 18:44:41.062
   price  quantity  type               timestamp
0  42170   35.4103     1 2024-04-28 18:44:41.062
1  42180  102.4801     1 2024-04-28 18:44:41.062
2  42200   36.4351     1 2024-04-28 18:44:41.062
3  42210  119.8610     1 2024-04-28 18:44:41.062
4  42220  267.2042     1 2024-04-28 18:44:41.062
   price  quantity  type               timestamp
0  42150  106.3790     0 2024-04-28 18:44:46.035
1  42100   15.8674     0 2024-04-28 18:44:46.035
2  42090  102.3594     0 2024-04-28 18:44:46.035
3  42080  627.4801     0 2024-04-28 18:44:46.035
4  42070   25.0000     0 2024-04-28 18:44:46.035
   price  quantity  type               timestamp
0  42160  106.1035     1 2024-04-28 18:44:46.035
1  42180  145.4801     1 2024-04-28 18:44:46.035
2  42190   75.0000     1 2024-04-28 18:44:46.035
3  42200   74.1602     1 2024-04-28 18:44:46.035
4  42210  119.8610     1 2024-04-28 18:44:46.035
   price  quantity  type               timestamp
0  42150  106.3790     0 2024-04-28 18:44:50.994
1  42100   15.8674     0 2024-04-28 18:44:50.994
2  42090   66.7352     0 2024-04-28 18:44:50.994
3  42080  552.4801     0 2024-04-28 18:44:50.994
4  42070   52.4801     0 2024-04-28 18:44:50.994
   price  quantity  type               timestamp
0  42160  133.5836     1 2024-04-28 18:44:50.994
1  42180  145.4801     1 2024-04-28 18:44:50.994
2  42190  112.7026     1 2024-04-28 18:44:50.994
3  42200   36.4351     1 2024-04-28 18:44:50.994
4  42210  210.9597     1 2024-04-28 18:44:50.994
   price  quantity  type               timestamp
0  42150   96.7563     0 2024-04-28 18:44:55.982
1  42100   15.8674     0 2024-04-28 18:44:55.982
